Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
1356199471,GKY1247,NY,PAS,07/09/2014,40,SDN,CADIL,P,36530,14380,0,20140710,0063,63,63,943248,0063,0000,0201P,,K,F,,E 38 ST,AVE P,0,408,E5,,BBBBBBB,ALL,ALL,BLACK,0,2012,-,6,,,,,
1355985560,FXZ9370,NY,PAS,07/09/2014,40,SDN,AUDI,P,52120,52720,0,20140416,0046,46,46,935499,0046,0000,0318A,,BX,F,40,MORRIS AVE,MT HOPE,0,408,E2,,BBBBBBB,ALL,ALL,SILVR,0,2009,-,0,,,,,
1259653857,FHP6285,NY,PAS,07/09/2014,19,SUBN,CADIL,X,0,0,0,20150407,0088,88,301,343920,T301,0000,0255P,,K,F,345,NYRTLE AVE,,0,408,J6,,BBBBBBB,ALL,ALL,GREY,0,2011,-,0,,,,,
1365683965,J68CKM,MA,PAS,07/09/2014,60,SUBN,GMC,P,19590,10410,25390,0,0025,25,25,943269,0025,0000,0302A,,NY,,16,E 132 STREET,,0,408,M2,,BBBBBBB,0  :,0  :,GRY,0,0,-,0,,,,,
1361738406,Y32DFH,NJ,PAS,07/09/2014,14,SDN,FORD,P,54580,8790,8990,0,109,109,107,936309,0107,0000,0508P,,Q,F,3709,MAIN ST,,0,408,C3,,BBBBBBB,ALL,ALL,RED,0,0,-,0,,,,,
1364972025,FCZ1825,NY,PAS,07/09/2014,71,SDN,CHRYS,P,51190,9140,61090,20140805,109,109,109,939821,0109,0000,0700P,,Q,O,39-15,JANET PL,,0,408,J6,,YYYYYYY,0  :,0  :,GRAY,0,2005,-,0,,,,,
1358925707,XB664D,NJ,PAS,07/09/2014,47,DELV,MERCU,X,10210,17310,17330,0,0013,13,401,927403,0401,0000,1105A,,NY,F,180,3RD AVE,,0,408,F1,,BBBBBBB,ALL,ALL,WT,0,0,-,0,,,,,
1351140693,EUK7447,NY,PAS,07/09/2014,71,SUBN,DODGE,P,12430,70930,83730,20140221,0073,73,165,952046,0165,0000,0855P,,K,F,109,AMBOY ST,,0,408,J6,,BBBBBBB,ALL,ALL,BK,0,1998,-,0,,,,,
1367989772,3510727,99,PAS,07/10/2014,19,VAN,,P,13610,24750,20890,0,0001,1,406,907102,0406,0000,1015A,,NY,F,355,BWAY,,0,408,C3,,BBBBBBB,ALL,ALL,GY,0,0,-,0,,,,,
1364787118,GJC7929,NY,PAS,07/10/2014,67,SDN,BMW,P,11640,63290,26990,20150705,111,111,111,936124,0111,0000,0926A,,Q,O,222-09,56 AVE,,0,408,D,,BBBBBBB,ALL,ALL,BLACK,0,2002,-,0,,,,,
1366620355,GAR2518,NY,PAS,07/10/2014,21,SUBN,ME/BE,S,93530,53130,85930,20140709,,0,0,598514,KN04,0000,1250P,,K,F,88,WILSON AVE,,0,408,D1,,YBBYBBB,1200P,0130P,IVORY,0,1985,-,0,,,,,
1366950719,49333KA,NY,COM,07/10/2014,46,VAN,FRUEH,X,19270,10210,10110,0,0025,25,25,938331,0025,0000,0357P,,NY,F,242,E 116 STREET,,0,408,J3,,BBBBBBB,ALL,ALL,WHITE,0,2012,-,0,,,,,
1363075123,RK1TECT,NY,PAS,07/10/2014,40,SUBN,LEXUS,P,0,40404,40404,20140711,0049,49,49,907502,0049,0000,0850A,,BX,F,2181,MATTHEWS,,0,408,D1,,BBBBBBB,0  :P,ALL,,0,0,-,0,,,,,
1369763931,67192MB,NY,PAS,07/11/2014,46,DELV,UD,P,13430,48830,27530,0,0084,84,84,929106,0084,0000,1052A,,K,F,131,ATLANTIC AVE,,0,408,F1,,BBBBBBB,ALL,ALL,WHITE,0,0,-,0,,,,,
1367979419,BE11239,NY,TRC,07/11/2014,19,TRC,,P,10510,14110,33890,0,0006,6,406,918579,0406,0000,1018A,,NY,F,315,6TH AVE,,0,408,C3,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1333726168,ACN9502,NY,PAS,07/11/2014,40,SDN,SUBAR,T,25710,10635,15820,20150104,0040,40,720,345264,T720,0000,0844A,,BX,F,459,E 135 ST,,0,408,C,,BBBBBBB,0  :,0  :,WH,0,2010,-,6,,,,,
1366107512,98400JX,NY,COM,07/11/2014,52,VAN,WORK,P,0,40404,40404,0,601,601,401,927373,0401,0000,1208P,,NY,,25,GREENWICH,,0,408,D,,BBBBBBB,ALL,ALL,BN,0,2007,-,0,,,,,
1353811360,54427MC,PA,PAS,07/11/2014,16,SUBN,MERCU,P,0,0,0,20150131,0070,70,420,928286,0420,0000,0531P,,NY,F,448,S 18 ST,,0,408,F7,,BBBBBBB,0  :,0  :,WH,0,2013,-,0,,,,,
1358583882,56676JW,NY,COM,07/11/2014,71,TRLR,,P,27590,40404,40404,0,0030,30,630,932530,0630,0000,0630P,,NY,F,219,ORCHARD ST,,0,408,J6,,BBBBBBB,ALL,ALL,WHITE,0,1999,-,0,,,,,
1357993778,VL9851,NY,COM,07/11/2014,45,DELV,CHEVR,P,34490,10810,10910,20140228,0014,14,14,933159,0014,0000,1015A,,NY,F,341,W 36 ST,,0,408,I3,,BBBBBBB,ALL,ALL,WHITE,0,2001,-,0,,,,,
1340931953,MD6184,NJ,PAS,07/12/2014,14,SDN,TOYOT,X,36510,10410,24690,20140718,0032,32,926,100922,0926,0000,1000A,1000A,NY,F,16,WEST 137 ST,,20140512,408,C4,,YYYYYBB,0700A,0700,TAN,0,0,-,0,,,,,
1369424826,GAR3285,NY,PAS,07/12/2014,83,SUBN,CHEVR,X,10280,6280,6380,20140712,0068,68,68,946881,0068,0000,0948P,,K,F,1266,74TH ST,,0,408,J7,,BBBBBBB,ALL,ALL,GY,0,2008,-,0,,,,,
1366497557,FZH4724,NY,PAS,07/12/2014,40,SDN,HONDA,P,19940,8190,57790,20140712,,0,115,928251,0115,0000,0901P,,Q,F,32-48,106 ST,,0,408,K6,,BBBBBBB,ALL,ALL,GRY,0,2004,-,6,,,,,
1366419194,63398JM,NY,COM,07/12/2014,46,DELV,GMC,P,44990,35590,35610,0,0024,24,24,949734,0024,0000,0451P,,NY,F,650,WEST END AVE,,0,408,F1,,BBBBBBB,ALL,ALL,BRW,0,1988,-,0,,,,,
1361871842,RWF822,HI,PAS,07/12/2014,21,,FORD,S,5780,8680,8730,0,0072,72,0,956156,KS07,0000,1150A,,K,F,4209,7AVE,,0,408,D1,,BBYBBBB,1130A,0100A,RED,0,0,-,0,,,,,
1357889422,EYF4315,NY,PAS,07/12/2014,60,SDN,NISSA,P,0,40404,40404,20150624,0052,52,52,939156,0052,0000,0708P,,BX,O,3200,JEROME,,0,408,C8,,BBBBBBB,0  :,0  :,BLK,0,2005,-,0,,,,,
1349965807,GEP4769,NY,PAS,07/12/2014,71,SUBN,NISSA,P,77450,58620,53720,20150123,0047,47,47,948263,0047,0000,0611A,,BX,F,4319,WICKHAM,,0,408,J6,,BBBBBBB,ALL,ALL,SILVE,0,2009,-,0,,,,,
1351756412,BNYT39,FL,PAS,07/12/2014,20,SUBN,JEEP,P,24890,17570,17590,20140630,0014,14,14,915329,0014,0000,0150A,,NY,O,145,LEXINGTON AVE,,0,408,C,,BBBBBBB,ALL,ALL,GRAY,0,0,-,0,,,,,
1364732087,9427JA,NY,999,07/13/2014,46,,,P,14630,67530,35730,0,0061,61,61,938537,0061,0000,1213A,,K,,2017,AVE U,,0,408,F1,,BBBBBBB,ALL,ALL,BROWN,0,0,-,0,,,,,
1366947903,GFP1345,NY,PAS,07/13/2014,46,SDN,VOLVO,P,10610,36130,36150,20150415,0028,28,28,932640,0028,0000,0348P,,NY,F,1968,7TH AVE,,0,408,F1,,BBBBBBB,ALL,ALL,BK,0,2013,-,0,,,,,
1363075305,EHA4161,NY,PAS,07/13/2014,40,SDN,NISSA,P,0,0,0,20140220,0049,49,49,908502,0049,0000,0902A,,BX,O,,C/O WAY,BX PK SO,0,408,E2,,BBBBBBB,ALL,ALL,RED,0,0,-,0,,,,,
1364577185,58763KA,NY,COM,07/13/2014,46,DELV,SMITH,P,18430,10010,45590,20140831,0019,19,19,948232,0019,0000,0706A,,NY,F,402,E 72 ST,,0,408,F1,,BBBBBBB,ALL,ALL,WHITE,0,2010,-,0,,,,,
1363075329,GGZ3290,NY,PAS,07/13/2014,40,SUBN,ROVER,P,61220,29820,66860,20150625,0049,49,49,907502,0049,0000,0918A,,BX,F,1579,RHINELANDER,,0,408,E5,,BBBBBBB,ALL,ALL,WT,0,0,-,1,,,,,
1366526089,BLANKPLATE,99,999,07/14/2014,21,,ME/BE,P,17590,25390,27800,0,0014,14,14,941245,0014,0000,0538A,,,O,28,E 30 ST,,0,408,D1,,YBBYBBB,0530A,0600A,,0,0,-,0,,,,,
1354302990,AL121T,NJ,PAS,07/14/2014,46,DELV,FRUEH,P,0,0,0,0,0022,22,483,937137,0483,0000,0908A,,,F,,291,CPW,0,408,C4,,BBBBBBB,ALL,ALL,GRN,0,0,-,0,,,,,
1356591711,EMX7029,NY,PAS,07/14/2014,21,SDN,HONDA,X,0,0,0,20150115,107,107,504,333195,T504,0000,1040A,,Q,,,E/S 153 ST,S/O 78 AVE,0,408,D1,,BYBBBBB,1030A,1200P,GR,0,2007,-,0,,,,,
1363075706,EFY5612,NY,PAS,07/14/2014,40,SUBN,FORD,P,72920,15220,10420,20140323,0049,49,49,907502,0049,0000,0852A,,BX,F,627,WARING,,0,408,F1,,YYYYYYY,0  :,0  :,GREEN,0,0,-,11,,,,,
1363075627,ALV9920,NY,PAS,07/14/2014,21,SDN,NISSA,P,52920,14420,52710,20150825,0049,49,49,907502,0049,0000,0832A,,BX,F,2050,MULINER,,0,408,D1,,BYBBBBB,08 3A,10 0A,BLU,0,0,-,0,,,,,
1361974370,FLW3982,NY,PAS,07/14/2014,21,SDN,INFIN,T,6580,10780,10830,20150628,0062,62,0,901991,KS11,0000,1139A,,K,O,8420,15TH AVE,,0,408,J6,,BYBBBBB,1130A,0100P,SILVE,0,0,-,0,,,,,
1363077193,79740JV,NY,COM,07/14/2014,46,DELV,FRUEH,P,0,40404,40404,0,0049,49,49,907502,0049,0000,0954A,,BX,F,2436,EASTCHESTER,,0,408,F1,,YYYYYYY,0  :,0  :,BN,0,0,-,0,,,,,
1363022040,50677JT,NY,COM,07/14/2014,46,VAN,CHEVR,P,15610,16310,29890,20150430,0007,7,7,927636,0007,0000,1159A,1100A,NY,F,51,COLUMBIA ST,,0,408,D,,YYYYYYY,0  :,0  :,WHITE,0,1995,-,0,,,,,
1360635440,MFSHARK,PA,PAS,07/14/2014,21,SDN,LEXUS,S,76430,55830,44330,0,0075,75,0,980729,KN05,0000,0334A,,K,F,139,SHEFFIELD AVE,,0,408,D1,,BYBBYBB,0300A,0600A,SILVE,0,0,-,0,,,,,
1349858742,EKG9123,NY,PAS,07/14/2014,20,SUBN,BMW,P,62330,59690,18630,20140814,0071,71,164,951768,0164,0000,1002A,,K,O,220,MONTGOMERY ST,,0,408,F7,,BBBBBBB,ALL,ALL,BK,0,2005,-,0,,,,,
1365960584,87399JV,99,COM,07/15/2014,14,DELV,MERCU,X,21730,30790,29290,0,0001,1,1,950094,0001,0000,0523P,,NY,F,89,GREENE ST,,0,408,D,,BBBBBBB,ALL,ALL,WH,0,0,-,0,,,,,
1356991830,47215MC,NY,COM,07/15/2014,37,TRLR,CHEVR,X,0,0,0,20140331,,0,412,945098,0412,0000,0715P,,NY,F,,S/E/C/O 2ND AVE,E 33 ST,0,408,E2,,YYYYYYB,0830A,1000P,WH,0,2005,104-5110,0,,,,,
1350551041,4245CO,CT,PAS,07/15/2014,40,P-U,FORD,P,54930,54070,12130,0,0071,71,71,934195,0071,0000,0934A,,K,F,560,LEFFERTS AVE,,0,408,C3,,BBBBBBB,ALL,ALL,RED,0,0,-,4,,,,,
1351424002,89190MA,NY,COM,07/15/2014,20,P-U,FORD,P,0,0,0,20140531,0007,7,7,946768,0007,0000,1241A,,NY,,,C/O STANTON,SUFFOLK,0,408,D,,BBBBBBB,ALL,ALL,WHITE,0,2004,-,0,,,,,
1351467062,5P79A,NY,SRF,07/15/2014,21,SDN,FORD,P,29890,20640,20090,20140228,0005,5,5,932602,0005,0000,0214A,,NY,O,45,RIVINGTON ST,,0,408,D1,,YBYBYBB,0200A,0300A,YELLO,0,2011,-,0,,,,,
1357958274,DVC5718,NY,PAS,07/15/2014,20,SDN,OLDSM,P,29690,44990,29690,20141225,0024,24,24,945905,0024,0000,0355A,,NY,O,305,RIVERSIDE DRIVE,,0,408,F1,,BBBBBBB,ALL,ALL,TAN,0,1995,-,0,,,,,
1357932972,19548MC,NY,COM,07/15/2014,45,VAN,FORD,P,35650,29140,44990,20140630,0024,24,24,896913,0024,0000,0915A,,NY,O,267,W 94 ST,,0,408,E1,,BBBBBBB,ALL,ALL,BLUE,0,2008,-,0,,,,,
1357932984,25393JZ,NY,COM,07/15/2014,45,P-U,CHEVR,P,44990,35530,35550,20140228,0024,24,24,896743,0024,0000,0933A,,NY,F,588,WEST END AVE,,0,408,E1,,BBBBBBB,ALL,ALL,WHITE,0,2010,-,0,,,,,
1357932996,24114MC,NY,COM,07/15/2014,21,VAN,FORD,P,35490,44990,29690,20140430,0024,24,24,896913,0024,0000,0936A,,NY,F,315,W 86 ST,,0,408,D1,,YBBBBBB,0930A,1100A,YELLO,0,2006,-,0,,,,,
1357933009,FBG7075,NY,PAS,07/15/2014,21,SUBN,HONDA,P,35490,44990,29690,20140606,0024,24,24,846713,0024,0000,0937A,,NY,F,325,W 86 ST,,0,408,E2,,YBBBBBB,0930A,1100A,GREY,0,2013,-,0,,,,,
1362071481,FDW3630,NY,PAS,07/16/2014,71,SUBN,NISSA,X,87130,12830,42730,20141217,0075,75,165,952930,0165,0000,0947P,,K,O,92,VAN SICLEN AVE,,0,408,J6,,BBBBBBB,ALL,ALL,GY,0,2001,-,0,,,,,
1366464278,GHT4023,NY,PAS,07/16/2014,46,SDN,NISSA,P,5880,8930,8980,20150731,0072,72,72,943648,0072,0000,0955A,,K,,4703,8 AVE,,0,408,D,,BBBBBBB,0  :,0  :,SILVE,0,1998,-,0,,,,,
1364791766,FGN7357,NY,PAS,07/16/2014,40,SUBN,TOYOT,P,25940,11090,11640,20150103,111,111,111,942475,0111,0000,0250P,,Q,F,53-40,201 ST,,0,408,D,,BBBBBBB,0  :,0  :,GRY,0,2011,-,0,,,,,
1358611646,FST1965,NY,PAS,07/16/2014,40,SUBN,CHRYS,P,0,40404,40404,20131221,0034,34,34,953422,0034,0000,0952P,0956P,NY,O,281,WADSWORTH,,0,408,F1,,BBBBBBB,ALL,ALL,GRAY,0,2003,-,0,,,,,
1355637867,94661MC,NY,COM,07/16/2014,46,DELV,WORK,P,15510,21690,19690,20141031,0007,7,7,951281,0007,0000,1145A,,NY,F,181,CLINTON STREET,,0,408,F1,,BBBBBBB,ALL,ALL,WHITE,0,2012,-,0,,,,,
1357987857,17743MD,NY,COM,07/16/2014,10,DELV,PETER,X,10810,34610,34630,20140228,0014,14,161,953152,0161,0000,1245P,,NY,F,671,8TH AVENUE,,0,408,I3,,BBBBBBB,ALL,ALL,WHITE,0,2013,-,0,,,,,
1354037339,GDX7377,NY,PAS,07/17/2014,80,SDN,NISSA,P,18390,7790,7990,20150324,115,115,420,925910,0420,0000,1016A,,Q,O,30-32,91 ST,,0,408,N8,,BBBBBBB,ALL,ALL,GN,0,1995,-,0,,,,,
1347895528,EFX4160,NY,PAS,07/17/2014,21,SDN,HONDA,S,69330,50930,75130,20151007,0073,73,0,594296,KN16,0000,0916A,,K,O,1809,PARK PL,,0,408,D1,,BBBBBBB,0900A,1030A,GREY,0,2012,-,0,,,,,
1365945856,W26022,GA,PAS,07/17/2014,98,SDN,INFIN,P,30790,10510,10510,0,0001,1,1,943773,0001,0000,0216A,,NY,F,223,SPRING ST,,0,408,F2,,BBBBBBB,ALL,ALL,GRAY,0,0,-,0,,,,,
1364771640,FEZ7366,NY,PAS,07/17/2014,71,SDN,,P,26980,13990,27040,20140919,111,111,111,941550,0111,0000,0317A,,Q,F,67-76,223 PL,,0,408,I3,,BBBBBBB,0  :P,0  :A,RD,0,2010,-,0,,,,,
1362630240,68772MC,NY,COM,07/17/2014,46,VAN,FORD,P,30430,23800,30370,0,0045,45,45,928237,0045,0000,0536P,,BX,,140,ELGAR PL,,0,408,C,,BBBBBBB,0  :,0  :,WHITE,0,2012,-,0,,,,,
1351694728,FZW2158,NY,PAS,07/17/2014,50,SUBN,KIA,P,14730,81830,91130,20140612,0060,60,60,950444,0060,0000,1040A,,K,F,17,AVE W,,0,408,F7,,BBBBBBB,ALL,ALL,GREEN,0,2007,-,0,,,,,
1354042062,78964MD,NY,COM,07/18/2014,14,DELV,MERCU,P,34630,10610,10810,0,,0,420,939580,0420,0000,0910A,,NY,F,215,W 43 ST,,0,408,I4,,BBBBBBB,ALL,ALL,RED,0,2014,-,0,,,,,
1366420743,PUX5872,OH,PAS,07/18/2014,45,DELV,FRUEH,P,15710,35710,35770,0,0024,24,24,948571,0024,0000,0501A,,,F,808,COLUMBUS AVE,,0,408,C3,,BBBBBBB,ALL,ALL,WHT,0,0,-,0,,,,,
1365898842,FPN1057,NY,PAS,07/18/2014,20,SDN,INFIN,X,80330,5680,5780,20150721,0078,78,78,953334,0078,0000,0556A,,K,O,184,ST JOHNS PL,,0,408,5,,BBBBBBB,ALL,ALL,GRAY,0,2011,-,0,,,,,
1362914368,32149JF,NY,COM,07/18/2014,21,DELV,MERCU,S,25800,15720,65620,20140831,0040,40,0,980764,BX01,0000,0747A,,BX,F,537,E 138 ST,,0,408,D1,,BBBBBBB,0730A,0800A,RED,0,1992,-,0,,,,,
1361205313,ZCK3900,PA,PAS,07/18/2014,78,TRUC,FORD,P,23040,60810,64890,0,113,113,113,949468,0113,0000,0221A,,Q,F,126-42,146 ST,,0,408,K6,,BBBBBBB,ALL,ALL,GRAY,0,0,-,0,,,,,
1357964018,FZB4105,NY,PAS,07/18/2014,40,SDN,ME/BE,P,37330,32790,13610,20140717,0034,34,162,954226,0162,0000,0235A,,NY,F,657,W 179 ST,,0,408,99,,BBBBBBB,ALL,ALL,SILVE,0,1997,-,10,,,,,
1367048760,FGR4305,NY,PAS,07/19/2014,20,SUBN,HONDA,P,0,40404,40404,20150113,0067,67,164,954303,0164,0000,0115A,,K,F,1056,WINTHROOP ST,,0,408,E2,,BBBBBBB,ALL,ALL,GY,0,2005,-,0,,,,,
1367574055,51977MA,NY,COM,07/19/2014,19,DELV,MERCU,P,28830,13980,56440,20140930,0070,70,70,916039,0070,0000,0810A,,K,F,1156,CONEY ISLAND AV,,0,408,F1,,BBBBBBB,ALL,ALL,GRN,0,1999,-,0,,,,,
1367208464,33358JB,NY,COM,07/19/2014,46,DERM,MERCU,P,15710,35110,35130,0,0020,20,20,926701,0020,0000,0235P,,,F,160,COLUMBUS AVE,,0,408,E2,,BBBBBBB,ALL,ALL,BRN,0,2001,-,0,,,,,
1354042104,65602JU,NY,COM,07/19/2014,14,VAN,UD,P,10510,10510,10610,20160131,,0,420,939886,0420,0000,0930A,,NY,,,S/O 1221 6TH AVE,,0,408,K2,,BBBBBBB,ALL,ALL,WHT,0,0,-,0,,,,,
1357070895,42717BA,NY,OMR,07/19/2014,77,BUS,FRUEH,P,19190,10790,39010,20150431,110,110,110,0,0110,0000,1200A,,Q,O,50-05,99 ST,,0,408,E2,,BBBBBBB,0  :,0  :,,0,0,-,0,,,,,
1359501472,37679JH,NY,COM,07/19/2014,78,VAN,CHEVR,P,10110,19170,19190,20140701,0023,23,162,954056,0162,0000,0118A,,NY,F,2158,2ND AVENUE,,0,408,K6,,BBBBBBB,ALL,ALL,WHITE,0,2002,-,0,,,,,
1368025020,FGE3189,NY,PAS,07/20/2014,74,SUBN,LEXUS,P,0,40404,40404,20151012,0071,71,164,955192,0164,0000,0720P,,K,F,244,ROSDS  AVENUE,,0,408,J3,,BBBBBBB,ALL,ALL,GRY,0,0,-,0,,,,,
1368012073,GLR6095,NY,PAS,07/20/2014,40,SUBN,NISSA,P,10240,7540,7790,20151212,114,114,114,905261,0114,0000,0950A,,Q,F,28-40,45 ST,,0,408,C3,,BBBBBBB,ALL,ALL,GY,0,2005,-,0,,,,,
1340712416,GRK1416,NY,PAS,07/20/2014,14,SUBN,NISSA,P,15120,27000,29620,20150401,0043,43,43,940190,0043,0000,0905A,,BX,O,394,BX PK AVE,,0,408,C,,BBBBBBB,ALL,ALL,GREEN,0,0,-,0,,,,,
1311745490,BYE7001,NY,PAS,07/20/2014,21,SDN,HYUND,P,0,0,0,20140720,120,120,100,936704,0100,0000,0838A,,Q,F,179 B,108 ST,,0,408,J6,,BBBBBBB,ALL,ALL,BLUE,0,2004,-,0,,,,,
1366844294,WUD2703,VA,PAS,07/20/2014,21,SDN,MERCU,P,80430,41930,18630,0,0077,77,77,933554,0077,0000,0849A,,K,F,579,ST. MARKS AVE,,0,408,J6,,YBBYBBB,0830A,1000A,BL,0,0,-,0,,,,,
1319089963,315091,DE,PAS,07/20/2014,21,SDN,VOLKS,S,29620,66220,47420,20140531,0045,45,0,584328,KS18,0000,0740A,,BX,O,2509,E TREMONT,,0,408,D1,,YYYYYYB,0730A,0800A,TAN,0,2012,-,0,,,,,
1355290879,25719MD,NY,PAS,07/20/2014,78,VAN,FORD,P,57090,30340,47690,20150430,101,101,101,949388,0101,0000,0319A,,Q,F,2224,NEW HAVEN,,0,408,C,,BBBBBBB,ALL,ALL,WHITE,0,2004,-,0,,,,,
1362844615,FRH4061,NY,PAS,07/21/2014,21,SUBN,NISSA,S,45120,11020,10920,20151107,0041,41,0,533213,BX02,0000,1121A,,BX,F,1230,LAFAYETTE AVE,,0,408,D1,,BYBBYBB,11 0A,12 3P,SILVE,0,2004,-,0,,,,,
1364645804,G1P4120,TN,PAS,07/21/2014,98,SDN,ME/BE,P,66530,18630,34130,20151029,0094,94,94,952368,0094,0000,0649P,,K,F,188,N 9TH STREET,,0,408,E9,,BBBBBBB,ALL,ALL,BLUE,0,2014,-,0,,,,,
1362360302,49839,NY,COM,07/21/2014,46,VAN,,P,36270,10410,24690,0,0028,28,162,953584,0162,0000,0401P,,NY,F,55,W 125 ST,,0,408,F1,,BBBBBBB,ALL,ALL,BR,0,2002,-,0,,,,,
1360199901,GED6410,NY,COM,07/21/2014,78,VAN,FORD,P,24225,40404,40404,0,102,102,107,934637,0107,0000,0005A,,Q,F,84-12,164 PLACE,,0,408,F1,,BBBBBBB,0900P,0500A,WHITE,0,0,-,0,,,,,
1355992692,FXN7178,NY,PAS,07/21/2014,74,SUBN,HONDA,P,58120,40404,40404,20140308,,0,46,946609,0046,0000,0858A,,BX,F,1724,PHELAN PL,,0,408,E5,,BBBBBBB,ALL,ALL,SILVE,0,2009,-,0,,,,,
1367681390,35213MB,NY,COM,07/22/2014,46,DELV,FRUEH,P,19450,25985,24890,0,0025,25,162,954921,0162,0000,0119P,,NY,O,104,E 125 STREET,,0,408,C,,BBBBBBB,ALL,ALL,BROWN,0,2012,-,0,,,,,
1361571639,75369ME,NY,COM,07/22/2014,45,DELV,MERCU,P,0,40404,40404,20150430,0018,18,18,976322,0018,0000,0935A,,NY,F,3,COLUMBIA,,0,408,E1,,BBBBBBB,ALL,ALL,WHITE,0,0,-,0,,,,,
1358016525,63345JM,NY,COM,07/22/2014,46,VAN,FORD,X,34430,10510,10610,0,0014,14,14,949285,0014,0000,1100A,,NY,F,131,W 33 ST,,0,408,D,,BBBBBBB,ALL,ALL,BRN,0,1995,-,0,,,,,
1354568310,FSV1650,NY,PAS,07/22/2014,40,SDN,LEXUS,P,10530,6480,6580,20140201,0062,62,62,950118,0062,0000,0417P,,K,F,1471,79 ST,,0,408,F1,,BBBBBBB,ALL,ALL,BEIGE,0,1999,-,0,,,,,
1359355959,DVAZ467,NY,PAS,07/22/2014,21,SDN,TOYOT,S,0,40404,40404,0,0066,66,0,610395,KS13,0000,0854A,,K,F,1345,45 TH,,0,408,D1,,YBBBBBB,0830A,1000A,SILVE,0,2003,-,0,,,,,
1356981215,AUJH59,FL,PAS,07/22/2014,14,SDN,SCION,P,34390,10510,10610,0,,0,412,933231,0412,0000,0725P,0720P,NY,F,152,W 31 ST,,0,408,C3,,BBBBBBB,ALL,ALL,BLUE,0,0,-,0,,,,,
1359919752,16266PC,NY,999,07/22/2014,46,DELV,WHITE,P,32910,21380,32910,20130831,0001,1,401,927387,0401,0000,1020A,,,F,95,WALL STREET,,0,408,F1,,BBBBBBB,ALL,ALL,GRN,0,2007,-,0,,,,,
1355593554,BNH6375,NY,PAS,07/23/2014,70,SDN,BMW,X,0,0,0,20140404,115,115,302,43314,0302,0000,1256P,1256P,Q,,,LGA LOT 2,,20140523,408,J2,,BBBBBBB,0  :,0  :,BK,0,2007,-,0,,,,,
1369766920,DHF4124,NY,PAS,07/23/2014,20,SDN,VOLKS,X,73220,61930,49630,20150715,0084,84,14,924069,0014,0000,0147A,,K,O,32,REMSEN ST,,0,408,D1,,BBBBBBB,ALL,ALL,SIL,0,2005,-,0,,,,,
1367042379,CET7031,NC,PAS,07/23/2014,46,SDN,INFIN,P,26630,37830,37880,0,0067,67,164,953069,0164,0000,0941P,,K,F,1003,CLARKSON AVE,,0,408,C,,BBBBBBB,ALL,ALL,SILVR,0,0,-,0,,,,,
1358622530,48766JZ,NY,COM,07/23/2014,46,DELV,CHEVR,X,10610,36210,36230,0,0026,26,28,936498,0028,0000,0845P,,NY,F,2041,7TH AVE,,0,408,F1,,BBBBBBB,ALL,ALL,WHT,0,0,-,0,,,,,
1358622528,GEL4651,NY,PAS,07/23/2014,46,,AUDI,X,10610,36210,36230,20150514,0028,28,28,936498,0028,0000,0845P,,NY,F,2041,7TH AVE,,0,408,F1,,BBBBBBB,ALL,ALL,BLK,0,2003,-,0,,,,,
1351768130,32289MA,NY,COM,07/23/2014,46,DELV,MERCU,X,10810,34430,34450,20140430,0014,14,14,951440,0014,0000,0835A,,NY,O,461,8TH AVENUE,,0,408,C,,BBBBBBB,ALL,ALL,WHT,0,2012,-,0,,,,,
1351768049,13661MD,NY,COM,07/23/2014,46,DELV,KENWO,X,10410,17630,17650,20140331,0014,14,14,950800,0014,0000,0928A,,NY,F,319,5TH AVE,,0,408,F1,,BBBBBBB,ALL,ALL,RED,0,2013,-,0,,,,,
1351723340,62063,OH,PAS,07/23/2014,17,SUBN,CADIL,X,34430,10410,13610,0,0014,14,14,951335,0014,0000,1030P,,NY,F,3,W 33 ST,,0,408,C,,BBBBBBB,ALL,ALL,BLK,0,0,-,0,,,,,
1348780733,K361HZ,FL,PAS,07/23/2014,46,SUBN,LINCO,P,50320,26370,26400,0,0040,40,40,931369,0040,0000,0117P,,BX,F,768,MELROSE AVE,,0,408,E9,,BBBBBBB,ALL,ALL,BLK,0,0,-,0,,,,,
1348838759,GCR3470,NY,PAS,07/23/2014,46,SDN,HONDA,P,23520,76650,74780,20140930,0052,52,40,937833,0040,0000,1019A,,BX,O,2490,DAVIDSON AVE,,0,408,N1,,BBBBBBB,ALL,ALL,GREEN,0,2004,-,0,,,,,
